	model_type	index	variable	value	z_score
1829	real	vae_1_two	Neutrophils_BLUEPRINT_3	-1.1364993639290333	-2.6288276468798673
1072	real	vae_1_three	CD8+-Tcm_HPCA_2	-1.0172770435456187	-2.6187873544780143
1832	real	vae_1_two	Neutrophils_FANTOM_3	-0.9622856627684085	-2.605406028864877
442	real	vae_0_three	aDC_IRIS_2	-5.682750771229621	-2.5922440841492316
1233	real	vae_1_three	MSC_FANTOM_1	-1.1180166713893411	-2.5899281750106624
75	real	vae_0_three	CD8+-T-cells_BLUEPRINT_1	-1.4289465341717005	-2.586915171252617
505	real	vae_0_two	B-cells_FANTOM_2	-0.7074346113950014	-2.5831353122144365
2277	real	vae_2	Monocytes_HPCA_1	-1.906019584275782	-2.57379399855674
2154	real	vae_2	Fibroblasts_HPCA_1	-2.2858105432242155	-2.568729065567508
175	real	vae_0_three	Epithelial-cells_FANTOM_2	-2.6665371637791395	-2.5538912486318246
1789	real	vae_1_two	Monocytes_HPCA_2	-0.758973766118288	-2.542759582974664
995	real	vae_1_three	B-cells_FANTOM_3	-1.5628838520497084	-2.5370953214191236
866	real	vae_0_two	Osteoblast_HPCA_3	-3.0368776377290487	-2.5291420865016163
2176	real	vae_2	Hepatocytes_FANTOM_2	-10.128345755510963	-2.5108985580357017
905	real	vae_0_two	Smooth-muscle_FANTOM_3	-2.9937897133640945	-2.510588422724025
1329	real	vae_1_three	NKT_NOVERSHTERN_1	-0.5545756295323372	-2.505103448337902
1159	real	vae_1_three	Erythrocytes_BLUEPRINT_2	-1.2848610607907176	-2.4933641315487507
2085	real	vae_2	Chondrocytes_HPCA_1	-1.4325772281736135	-2.479264891252914
128	real	vae_0_three	Chondrocytes_FANTOM_3	-6.249972026795149	-2.477564426246275
2152	real	vae_2	Fibroblasts_FANTOM_2	-1.3695605481043458	-2.4680472886484166
235	real	vae_0_three	MEP_BLUEPRINT_2	-0.5544969169422984	-2.4628513456942924
1061	real	vae_1_three	CD8+-T-cells_HPCA_3	-1.0931352849584073	-2.4583470268957
177	real	vae_0_three	Epithelial-cells_HPCA_1	-0.4524317514151335	-2.454081649059465
1584	real	vae_1_two	CMP_HPCA_1	-3.8324343091226183	-2.4282513788984685
153	real	vae_0_three	Endothelial-cells_ENCODE_1	-2.7865924392826855	-2.422079781314831
354	real	vae_0_three	Neurons_ENCODE_1	-0.9096757266670465	-2.418035721556003
2175	real	vae_2	Hepatocytes_FANTOM_1	-11.439171636127867	-2.41124579773912
997	real	vae_1_three	B-cells_HPCA_2	-1.2456617318093777	-2.4029083369857864
2136	real	vae_2	Erythrocytes_BLUEPRINT_1	-0.6192248719744384	-2.4013614536766057
1648	real	vae_1_two	Erythrocytes_BLUEPRINT_2	-0.5994028298882768	-2.3982430826857164
960	real	vae_0_two	naive-B-cells_HPCA_1	-1.6536339167505503	-2.3935319063840823
928	real	vae_0_two	aDC_HPCA_2	-0.9798253700137138	-2.3935210057863268
2114	real	vae_2	Endothelial-cells_FANTOM_3	-2.9272215522360057	-2.3883296211746767
1837	real	vae_1_two	Neutrophils_IRIS_2	-1.5050143860280514	-2.3842651331722866
123	real	vae_0_three	Chondrocytes_ENCODE_1	-1.2845197161659598	-2.3813261879651564
1281	real	vae_1_three	Memory-B-cells_HPCA_1	-1.8464312851428986	-2.374962076311773
1784	real	vae_1_two	Monocytes_BLUEPRINT_3	-1.0266906209290028	-2.369151429898909
413	real	vae_0_three	Smooth-muscle_ENCODE_3	-2.74403262604028	-2.3631255914524263
689	real	vae_0_two	Fibroblasts_HPCA_3	-7.009936698945239	-2.356602656211454
2424	real	vae_2	naive-B-cells_BLUEPRINT_1	-0.5679229497909546	-2.341725627171609
952	real	vae_0_two	mv-Endothelial-cells_FANTOM_2	-2.8824451994150877	-2.3298297915233928
1398	real	vae_1_three	Tgd-cells_HPCA_1	-4.925942591915373	-2.3207394179135035
417	real	vae_0_three	Smooth-muscle_HPCA_1	-0.37423820048570633	-2.317478397908374
1654	real	vae_1_two	Erythrocytes_HPCA_2	-0.5994028298882768	-2.3174249290394484
129	real	vae_0_three	Chondrocytes_HPCA_1	-0.9430326521396637	-2.316466126957035
1641	real	vae_1_two	Epithelial-cells_FANTOM_1	-0.8627451816573739	-2.315897026138867
2101	real	vae_2	DC_HPCA_2	-0.8314416483044624	-2.3146489291051204
2398	real	vae_2	aDC_IRIS_2	-8.822608696180396	-2.313550304178515
908	real	vae_0_two	Smooth-muscle_HPCA_3	-6.936009320197627	-2.309363193950157
258	real	vae_0_three	MSC_HPCA_1	-2.3385329616139643	-2.295011635167516
2173	real	vae_2	HSC_NOVERSHTERN_2	-0.4180324347689748	-2.2798861058037434
1521	real	vae_1_two	CD4+-Tem_NOVERSHTERN_1	-0.8270007036626339	-2.277898585334325
1582	real	vae_1_two	CMP_BLUEPRINT_2	-0.5392647255212069	-2.276843803751382
375	real	vae_0_three	Osteoblast_HPCA_1	-1.7827887209132314	-2.271710889944389
403	real	vae_0_three	Sebocytes_FANTOM_2	-1.5602471532765776	-2.2705762252060575
256	real	vae_0_three	MSC_FANTOM_2	-0.5092464908957481	-2.2689747774275966
312	real	vae_0_three	Mesangial-cells_FANTOM_1	-4.799000105354935	-2.250443066996683
85	real	vae_0_three	CD8+-T-cells_IRIS_2	-0.6413963381201029	-2.248971258433466
1652	real	vae_1_two	Erythrocytes_FANTOM_3	-0.6537995710968971	-2.2471628026993873
438	real	vae_0_three	aDC_HPCA_1	-0.5426025874912739	-2.2442704880919906
1147	real	vae_1_three	Eosinophils_NOVERSHTERN_2	-1.2097957829246297	-2.2434915316046826
1951	real	vae_1_two	pro-B-cells_HPCA_2	-4.219931244384497	-2.2299926440180555
355	real	vae_0_three	Neurons_ENCODE_2	-6.551461561117321	-2.220323452006222
2030	real	vae_2	CD4+-naive-T-cells_NOVERSHTERN_3	-1.1408712124684826	-2.214370868195223
1643	real	vae_1_two	Epithelial-cells_FANTOM_3	-1.7653636569157243	-2.2105097249599774
546	real	vae_0_two	CD4+-memory-T-cells_FANTOM_1	-9.906429848168045	-2.204337159960322
2080	real	vae_2	Chondrocytes_ENCODE_2	-1.3018376119434834	-2.197973512095435
1632	real	vae_1_two	Eosinophils_FANTOM_1	-0.9134265925968066	-2.197500314086474
2217	real	vae_2	Macrophages-M1_BLUEPRINT_1	-0.9422955932095647	-2.193560773315308
197	real	vae_0_three	Fibroblasts_FANTOM_3	-2.187541766092181	-2.1915309314424425
385	real	vae_0_three	Plasma-cells_BLUEPRINT_2	-5.396826680749655	-2.1829789464260516
176	real	vae_0_three	Epithelial-cells_FANTOM_3	-1.1853198697790504	-2.182342494353975
2362	real	vae_2	Skeletal-muscle_ENCODE_2	-0.8036357872188091	-2.1747849818595606
2149	real	vae_2	Fibroblasts_ENCODE_2	-3.868174772709608	-2.166903716858041
386	real	vae_0_three	Plasma-cells_BLUEPRINT_3	-7.033515049144626	-2.1583693523245477
1078	real	vae_1_three	CD8+-Tem_BLUEPRINT_2	-6.387796225928469	-2.1474297918670207
1568	real	vae_1_two	CD8+-Tem_BLUEPRINT_3	-1.7204434107989073	-2.145779672555164
425	real	vae_0_three	Th1-cells_IRIS_3	-0.7062635608017445	-2.134520252675915
906	real	vae_0_two	Smooth-muscle_HPCA_1	-0.3506320770829916	-2.1249083597821894
203	real	vae_0_three	GMP_BLUEPRINT_3	-2.2783616092056036	-2.123968348164911
2307	real	vae_2	NKT_NOVERSHTERN_1	-0.4304821137338877	-2.1160597279120217
1955	real	vae_1_two	pro-B-cells_NOVERSHTERN_3	-1.078948374837637	-2.113764638257814
1783	real	vae_1_two	Monocytes_BLUEPRINT_2	-0.8903079591691494	-2.1067704892144623
2220	real	vae_2	Macrophages-M1_FANTOM_1	-3.3396180123090744	-2.0875567621756086
1321	real	vae_1_three	NK-cells_HPCA_2	-2.5693763760500588	-2.080197253026593
1484	real	vae_1_two	B-cells_FANTOM_3	-0.21652289666235447	-2.076670031759959
2294	real	vae_2	NK-cells_BLUEPRINT_3	-1.522981308400631	-2.0540678119889924
1530	real	vae_1_two	CD4+-naive-T-cells_FANTOM_1	-0.7365042576566339	-2.0488955693008735
1244	real	vae_1_three	Macrophages-M1_FANTOM_3	-2.9899097397574224	-2.0406556872554398
400	real	vae_0_three	Preadipocytes_FANTOM_2	-0.6173486337065697	-2.029643164721463
1589	real	vae_1_two	CMP_NOVERSHTERN_3	-0.5458399159833789	-2.02728352165765
1449	real	vae_1_three	naive-B-cells_HPCA_1	-2.021879380568862	-2.0246424675012578
1325	real	vae_1_three	NK-cells_IRIS_3	-0.5337795019149779	-2.023036204555546
1558	real	vae_1_two	CD8+-Tcm_BLUEPRINT_2	-1.3912805281579494	-2.0221978368221962
1552	real	vae_1_two	CD8+-T-cells_IRIS_2	-0.6347449328750372	-2.014667094590769
226	real	vae_0_three	Keratinocytes_ENCODE_2	-0.8281220535282046	-2.0136155468776686
1324	real	vae_1_three	NK-cells_IRIS_2	-1.476191433146596	-2.0120187774651814
192	real	vae_0_three	Fibroblasts_ENCODE_1	-5.044420687481761	-1.9817360688987473
649	real	vae_0_two	Endothelial-cells_HPCA_2	-0.5051118023693562	-1.9807197468004374
686	real	vae_0_two	Fibroblasts_FANTOM_3	-2.304538928437978	-1.9768520379805756
1522	real	vae_1_two	CD4+-Tem_NOVERSHTERN_2	-0.07718034088611603	-1.9765604193362365
939	real	vae_0_two	iDC_HPCA_1	-0.6746238693594933	-1.975724646361033
950	real	vae_0_two	mv-Endothelial-cells_ENCODE_3	-6.936607054667547	-1.9633416052280557
2232	real	vae_2	Macrophages_FANTOM_1	-1.4187957234680653	-1.9610996864270323
1451	real	vae_1_three	naive-B-cells_HPCA_3	-2.1593819092959166	-1.9390941222033524
462	real	vae_0_three	mv-Endothelial-cells_FANTOM_1	-3.8792556673288345	-1.9373481504350123
2279	real	vae_2	Monocytes_HPCA_3	-8.32953592936974	-1.9248544445967444
471	real	vae_0_three	naive-B-cells_HPCA_1	-1.0456354096531868	-1.916521917500532
2125	real	vae_2	Eosinophils_NOVERSHTERN_2	-0.8995585823431611	-1.9139980594896304
889	real	vae_0_two	Preadipocytes_FANTOM_2	-0.7822190374135971	-1.9129407577717943
215	real	vae_0_three	HSC_FANTOM_3	-0.4074234366416931	-1.9083677580930702
1466	real	vae_1_three	pro-B-cells_NOVERSHTERN_3	-1.2397447675466537	-1.9080211789970312
750	real	vae_0_two	Macrophages-M1_BLUEPRINT_1	-0.7035030443221331	-1.8964387055566085
1041	real	vae_1_three	CD4+-naive-T-cells_FANTOM_1	-1.743287805467844	-1.8918542792992952
31	real	vae_0_three	CD4+-T-cells_BLUEPRINT_2	-2.478673953562975	-1.8688776154039382
179	real	vae_0_three	Epithelial-cells_HPCA_3	-0.9815779011696577	-1.858497057799803
2234	real	vae_2	Macrophages_FANTOM_3	-3.6485703382641077	-1.8498785345742021
404	real	vae_0_three	Sebocytes_FANTOM_3	-2.341303494060412	-1.8488160453512212
803	real	vae_0_two	Mesangial-cells_FANTOM_3	-8.710724801756442	-1.8452487053750626
993	real	vae_1_three	B-cells_FANTOM_1	-1.5628838520497084	-1.8451150377078325
1803	real	vae_1_two	NK-cells_BLUEPRINT_1	-0.05759653449058533	-1.8342863095945396
2434	real	vae_2	pDC_FANTOM_2	-0.8250983096659184	-1.8263452636430688
1158	real	vae_1_three	Erythrocytes_BLUEPRINT_1	-1.2848610607907176	-1.8258753204475349
402	real	vae_0_three	Sebocytes_FANTOM_1	-2.0711301045957953	-1.824318456087704
1033	real	vae_1_three	CD4+-Tem_NOVERSHTERN_2	-0.32885122299194336	-1.8111433107829689
564	real	vae_0_two	CD8+-T-cells_BLUEPRINT_1	-1.58577762497589	-1.8094161394185992
1972	real	vae_2	B-cells_FANTOM_2	-0.9330839514732361	-1.8070986619183274
156	real	vae_0_three	Endothelial-cells_FANTOM_1	-0.4858677610754967	-1.8044814789999233
1554	real	vae_1_two	CD8+-T-cells_NOVERSHTERN_1	-1.1186056723818183	-1.8008770570609465
762	real	vae_0_two	Macrophages_BLUEPRINT_1	-2.8292547720484436	-1.8007971627360202
2410	real	vae_2	ly-Endothelial-cells_FANTOM_2	-2.947830645600334	-1.7973725955941113
2104	real	vae_2	DC_IRIS_2	-1.9802282229065895	-1.7970079372518204
463	real	vae_0_three	mv-Endothelial-cells_FANTOM_2	-2.4340876676142216	-1.79525902203172
1633	real	vae_1_two	Eosinophils_FANTOM_2	-1.0143120210850611	-1.7894232347637902
1511	real	vae_1_two	CD4+-Tcm_HPCA_3	-0.6640026234090328	-1.784896871615059
962	real	vae_0_two	naive-B-cells_HPCA_3	-1.721050100401044	-1.7808147742417486
2109	real	vae_2	Endothelial-cells_ENCODE_1	-3.4008904343936592	-1.779080531845304
932	real	vae_0_two	aDC_IRIS_3	-3.924605112275458	-1.774821319815507
1144	real	vae_1_three	Eosinophils_FANTOM_2	-2.469852156122215	-1.7704595940308854
1830	real	vae_1_two	Neutrophils_FANTOM_1	-1.1080030936282128	-1.7693276111115475
1476	real	vae_1_two	Astrocytes_ENCODE_1	-1.4757791813462973	-1.7616886815922588
1557	real	vae_1_two	CD8+-Tcm_BLUEPRINT_1	-0.6667846366763115	-1.7543667524475914
751	real	vae_0_two	Macrophages-M1_BLUEPRINT_2	-0.45481625385582447	-1.7468843474503202
2363	real	vae_2	Skeletal-muscle_ENCODE_3	-0.8252532184123993	-1.7274301257440683
843	real	vae_0_two	Neurons_ENCODE_1	-0.651184837333858	-1.720931561780559
158	real	vae_0_three	Endothelial-cells_FANTOM_3	-1.5481396720279008	-1.7166328954084675
86	real	vae_0_three	CD8+-T-cells_IRIS_3	-0.9469504449516535	-1.7148765960545502
801	real	vae_0_two	Mesangial-cells_FANTOM_1	-5.830105098895729	-1.7078660008377782
746	real	vae_0_two	MSC_FANTOM_3	-0.6986921727657318	-1.7055360150274643
2081	real	vae_2	Chondrocytes_ENCODE_3	-2.606415619608015	-1.7015023192621446
2233	real	vae_2	Macrophages_FANTOM_2	-1.799757692962885	-1.6995760379063085
869	real	vae_0_two	Pericytes_ENCODE_3	-4.709765595616773	-1.69772184092314
1954	real	vae_1_two	pro-B-cells_NOVERSHTERN_2	-0.5893127508461475	-1.6949434217267452
1510	real	vae_1_two	CD4+-Tcm_HPCA_2	-0.8095549518475309	-1.6880832038881857
160	real	vae_0_three	Endothelial-cells_HPCA_2	-0.4631231725215912	-1.6826063045223256
440	real	vae_0_three	aDC_HPCA_3	-0.6249883286654949	-1.674090531942256
631	real	vae_0_two	DC_FANTOM_2	-3.5458302833139896	-1.6728755528586456
455	real	vae_0_three	ly-Endothelial-cells_FANTOM_3	-0.47412174195051193	-1.6724428593970089
2161	real	vae_2	GMP_HPCA_2	-1.124178865691647	-1.668750522781373
157	real	vae_0_three	Endothelial-cells_FANTOM_2	-0.4858677610754967	-1.6620957911815153
1077	real	vae_1_three	CD8+-Tem_BLUEPRINT_1	-0.7240577936172485	-1.6598411743214951
143	real	vae_0_three	DC_FANTOM_3	-0.8886757607106119	-1.6564811210235484
1561	real	vae_1_two	CD8+-Tcm_HPCA_2	-0.8509551789611578	-1.65637635972417
2229	real	vae_2	Macrophages_BLUEPRINT_1	-4.328361207619309	-1.6532519065722582
1514	real	vae_1_two	CD4+-Tcm_NOVERSHTERN_3	-1.3547429032623768	-1.6456843657557503
2411	real	vae_2	ly-Endothelial-cells_FANTOM_3	-0.9336613230407238	-1.640745052421749
238	real	vae_0_three	MEP_HPCA_2	-1.1501534460112453	-1.638382233179231
612	real	vae_0_two	Chondrocytes_ENCODE_1	-1.114160567522049	-1.6327344325710564
625	real	vae_0_two	Class-switched-memory-B-cells_NOVERSHTERN_2	-0.6916717886924744	-1.627916311064714
961	real	vae_0_two	naive-B-cells_HPCA_2	-1.6536339167505503	-1.6243020504927363
2079	real	vae_2	Chondrocytes_ENCODE_1	-1.1795842945575714	-1.6238490891894513
1317	real	vae_1_three	NK-cells_FANTOM_1	-1.1404316239058971	-1.6232731299337924
2303	real	vae_2	NK-cells_IRIS_3	-0.4244877994060517	-1.612296927169294
875	real	vae_0_two	Plasma-cells_BLUEPRINT_3	-7.7567654103040695	-1.611162456211158
2431	real	vae_2	naive-B-cells_NOVERSHTERN_2	-1.419837936758995	-1.6032830359655592
1379	real	vae_1_three	Preadipocytes_FANTOM_3	-1.5512886196374893	-1.5947145097765754
1328	real	vae_1_three	NK-cells_NOVERSHTERN_3	-0.9072927199304104	-1.5923302067148117
124	real	vae_0_three	Chondrocytes_ENCODE_2	-1.4006052454933524	-1.5920193520651662
748	real	vae_0_two	MSC_HPCA_2	-1.4194849077612162	-1.5874704497899657
2151	real	vae_2	Fibroblasts_FANTOM_1	-6.704836864490062	-1.585191575481108
2019	real	vae_2	CD4+-naive-T-cells_FANTOM_1	-1.1408712124684826	-1.581156339436679
2110	real	vae_2	Endothelial-cells_ENCODE_2	-2.956425918499008	-1.5599739467150127
1564	real	vae_1_two	CD8+-Tcm_NOVERSHTERN_2	-1.2005047760903835	-1.5533016725091344
1050	real	vae_1_three	CD4+-naive-T-cells_NOVERSHTERN_1	-1.0264697503298523	-1.5504531591202513
2368	real	vae_2	Smooth-muscle_ENCODE_2	-1.387109741102904	-1.5484269585326431
50	real	vae_0_three	CD4+-Tem_BLUEPRINT_3	-0.5931828682660125	-1.5444510885180287
626	real	vae_0_two	Class-switched-memory-B-cells_NOVERSHTERN_3	-0.6916717886924744	-1.5432741256598863
1482	real	vae_1_two	B-cells_FANTOM_1	-0.21652289666235447	-1.5426344075145995
1771	real	vae_1_two	Memory-B-cells_HPCA_2	-1.088622072711587	-1.5413435191936442
868	real	vae_0_two	Pericytes_ENCODE_2	-4.6582666740287095	-1.5310211058068224
1234	real	vae_1_three	MSC_FANTOM_2	-1.052762273699045	-1.5269030798134549
285	real	vae_0_three	Mast-cells_FANTOM_1	-4.03514789743349	-1.5234225815920315
331	real	vae_0_three	Myocytes_ENCODE_2	-0.8471841439604759	-1.522095362512916
80	real	vae_0_three	CD8+-T-cells_FANTOM_3	-2.4871505349874496	-1.5179326610030937
154	real	vae_0_three	Endothelial-cells_ENCODE_2	-2.384042408782989	-1.5144933775207081
415	real	vae_0_three	Smooth-muscle_FANTOM_2	-1.3743145791813731	-1.514215994356838
1814	real	vae_1_two	NK-cells_IRIS_3	-0.1525333672761917	-1.5105412306681694
1723	real	vae_1_two	MSC_FANTOM_2	-0.5379135571420193	-1.5097277543915668
1782	real	vae_1_two	Monocytes_BLUEPRINT_1	-0.6099211908876896	-1.5084553122459032
211	real	vae_0_three	HSC_BLUEPRINT_2	-0.9770972048863769	-1.5073942419534747
2219	real	vae_2	Macrophages-M1_BLUEPRINT_3	-4.8366188609506935	-1.5042440617128963
1708	real	vae_1_two	MEP_NOVERSHTERN_2	-0.15301992930471897	-1.499662542419383
1791	real	vae_1_two	Monocytes_IRIS_1	-0.8539800830185413	-1.4892757627246724
196	real	vae_0_three	Fibroblasts_FANTOM_2	-0.730732036754489	-1.488636812042273
142	real	vae_0_three	DC_FANTOM_2	-2.6632805950939655	-1.4858575008223813
901	real	vae_0_two	Smooth-muscle_ENCODE_2	-1.2692105378955603	-1.4811945697095277
92	real	vae_0_three	CD8+-Tcm_BLUEPRINT_3	-0.7365058772265911	-1.4783107980615156
956	real	vae_0_two	mv-Endothelial-cells_HPCA_3	-1.1128365099430084	-1.476407095458181
643	real	vae_0_two	Endothelial-cells_ENCODE_2	-2.6575664109550416	-1.4733338402164082
2143	real	vae_2	Erythrocytes_HPCA_2	-0.6192248719744384	-1.4591202252192665
888	real	vae_0_two	Preadipocytes_FANTOM_1	-0.8326075579971075	-1.4586402234816742
2155	real	vae_2	Fibroblasts_HPCA_2	-3.4201791090890765	-1.452295728452705
983	real	vae_1_three	Adipocytes_FANTOM_3	-0.896126426756382	-1.4519982005207945
1512	real	vae_1_two	CD4+-Tcm_NOVERSHTERN_1	-0.7235012985765934	-1.4489330527044773
2179	real	vae_2	Hepatocytes_HPCA_2	-7.7152423026564065	-1.4466095043474876
454	real	vae_0_three	ly-Endothelial-cells_FANTOM_2	-1.5355333425104618	-1.4442389649908958
1146	real	vae_1_three	Eosinophils_NOVERSHTERN_1	-1.1034472845494747	-1.4423946040912623
174	real	vae_0_three	Epithelial-cells_FANTOM_1	-1.0182267725467682	-1.4390016168732012
2112	real	vae_2	Endothelial-cells_FANTOM_1	-0.9287672564387321	-1.4294406250925387
1145	real	vae_1_three	Eosinophils_FANTOM_3	-2.6951607092050835	-1.4291914295042827
2263	real	vae_2	Memory-B-cells_IRIS_2	-1.2032604925334454	-1.423049855665074
330	real	vae_0_three	Myocytes_ENCODE_1	-0.6201120913028717	-1.4197932877688824
2355	real	vae_2	Preadipocytes_FANTOM_1	-0.9028146732598543	-1.4189399192833707
1588	real	vae_1_two	CMP_NOVERSHTERN_2	-0.4446508018299937	-1.418808062973094
1544	real	vae_1_two	CD8+-T-cells_BLUEPRINT_3	-0.8968164415564388	-1.4187738714927047
1269	real	vae_1_three	Megakaryocytes_NOVERSHTERN_1	-0.5726991109549999	-1.417484761885415
298	real	vae_0_three	Melanocytes_FANTOM_2	-5.159257058578078	-1.415999450689089
136	real	vae_0_three	Class-switched-memory-B-cells_NOVERSHTERN_2	-0.48499224334955215	-1.415746293309055
1471	real	vae_1_two	Adipocytes_FANTOM_2	-0.05344216758385302	-1.4156254453091053
2231	real	vae_2	Macrophages_BLUEPRINT_3	-5.196321132127196	-1.4105444907127875
1770	real	vae_1_two	Memory-B-cells_HPCA_1	-0.773001316934824	-1.4102767728705032
443	real	vae_0_three	aDC_IRIS_3	-2.9412371413200162	-1.4091854824452494
642	real	vae_0_two	Endothelial-cells_ENCODE_1	-3.0511276959441602	-1.3955671838151582
1240	real	vae_1_three	Macrophages-M1_BLUEPRINT_2	-0.7400151062756777	-1.3935654184362962
411	real	vae_0_three	Smooth-muscle_ENCODE_1	-0.5626034243032336	-1.393019349627282
944	real	vae_0_two	ly-Endothelial-cells_FANTOM_3	-0.5707944817841053	-1.391358699385976
617	real	vae_0_two	Chondrocytes_FANTOM_3	-5.797294572927058	-1.391237376661253
1470	real	vae_1_two	Adipocytes_FANTOM_1	-0.05344216758385302	-1.3896660224406825
1217	real	vae_1_three	MEP_HPCA_3	-0.4512037420645356	-1.3855499373407554
1081	real	vae_1_three	CD8+-Tem_HPCA_2	-6.3403826268040575	-1.380444877452334
1122	real	vae_1_three	DC_HPCA_1	-0.4356812611222267	-1.3772335184002211
41	real	vae_0_three	CD4+-Tcm_BLUEPRINT_3	-3.7366191428154707	-1.361154079518274
2421	real	vae_2	mv-Endothelial-cells_HPCA_1	-1.2893927544355392	-1.3582315699911693
1291	real	vae_1_three	Mesangial-cells_FANTOM_2	-1.104924926534295	-1.3552372599306202
1314	real	vae_1_three	NK-cells_BLUEPRINT_1	-0.6140034552663564	-1.345899344669352
1074	real	vae_1_three	CD8+-Tcm_NOVERSHTERN_1	-2.065212346613407	-1.3453398338194191
78	real	vae_0_three	CD8+-T-cells_FANTOM_1	-1.7688095108023845	-1.3426951562452965
914	real	vae_0_two	Th1-cells_IRIS_3	-0.7626657895743847	-1.3397604989945777
2367	real	vae_2	Smooth-muscle_ENCODE_1	-0.8075836598873138	-1.3286767244470081
2428	real	vae_2	naive-B-cells_HPCA_2	-1.6833175960928202	-1.325695625951406
819	real	vae_0_two	Myocytes_ENCODE_1	-0.577130414545536	-1.3164252267657626
957	real	vae_0_two	naive-B-cells_BLUEPRINT_1	-0.44444508850574493	-1.3109458823415012
1054	real	vae_1_three	CD8+-T-cells_BLUEPRINT_2	-1.7184245944954455	-1.308046204055488
2087	real	vae_2	Chondrocytes_HPCA_3	-0.8013279363512993	-1.3067209782030489
144	real	vae_0_three	DC_HPCA_1	-0.5952961593866348	-1.3050127287537663
145	real	vae_0_three	DC_HPCA_2	-0.5952961593866348	-1.3005634862064708
614	real	vae_0_two	Chondrocytes_ENCODE_3	-2.461986416950822	-1.2997630521659003
688	real	vae_0_two	Fibroblasts_HPCA_2	-3.3067939311731607	-1.2995570401254697
286	real	vae_0_three	Mast-cells_FANTOM_2	-3.5769522334448993	-1.2987511713409519
